Status,Date,Platform,Curator,Title,URL
FALSE,2026-05-29,Beatport,Luke Garcia,Luke Garcia Gold Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-gold-chart/892131
FALSE,2026-05-29,Beatport,Re.you,HIGHER CHART BY RE.YOU Re.you,https://www.beatport.com/chart/higher-chart-by-reyou/892000
FALSE,2026-05-22,Traxsource,Atjazz,Atjazz May 2026 - Traxsource,https://www.traxsource.com/title/2798749/atjazz-may-2026
FALSE,2026-05-19,Beatport,Upercent,I Feel You Chart Upercent,https://www.beatport.com/chart/i-feel-you-chart/890955
FALSE,2026-05-18,Beatport,Joris Voorn,Like A Machine Joris Voorn,https://www.beatport.com/chart/like-a-machine/890847
FALSE,2026-05-13,Beatport,Luke Garcia,Luke Garcia - Only Love Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-only-love-chart/890395
FALSE,2026-05-07,Traxsource,DJ Pierre,DJ Pierre - The Spirit Moving Chart on Traxsource,https://www.traxsource.com/title/2788254/the-spirit-moving-chart
FALSE,2026-05-07,Traxsource,Jimpster,Jimpster Chart for May 2026 - Traxsource,https://www.traxsource.com/title/2788263/jimpster-chart-for-may-2026
FALSE,2026-05-04,Beatport,Radio Slave,RADIO SLAVE MAY 2026 Radio Slave,https://www.beatport.com/chart/radio-slave-may-2026/889364
FALSE,2026-04-25,Beatport,Truncate,15 Years of Truncate Part 1 Truncate,https://www.beatport.com/chart/15-years-of-truncate-part-1/888535
FALSE,2026-04-23,Beatport,Jonas Rathsman,15 Years of Tobago Chart Jonas Rathsman,https://www.beatport.com/chart/15-years-of-tobago-chart/888235
FALSE,2026-04-22,Beatport,Fideles,Another Night Without You Fideles,https://www.beatport.com/chart/another-night-without-you/888128
FALSE,2026-04-21,Traxsource,Jimpster,Jimpster Chart for April '26 - Traxsource,https://www.traxsource.com/title/2775490/jimpster-chart-for-april-26
FALSE,2026-04-17,Beatport,Agoria,Agoria Sapiens 100 Agoria,https://www.beatport.com/chart/agoria-sapiens-100/887622
FALSE,2026-03-17,Traxsource,Jimpster,Jimpster Chart for March '26 - Traxsource,https://www.traxsource.com/title/2748869/jimpster-chart-for-march-26
FALSE,2026-03-14,Beatport,Fideles,INTO THE SUN - MARCH 26' Fideles,https://www.beatport.com/chart/into-the-sun-march-26/883893
FALSE,2026-03-08,Beatport,Solomun,Spring 2026 Solomun,https://www.beatport.com/chart/spring-2026/883223
FALSE,2026-03-02,Beatport,AFFKT,Mapa to Little Love AFFKT,https://www.beatport.com/chart/mapa-to-little-love/882567
FALSE,2026-03-01,Traxsource,Osunlade,Osunlade - Osunlade Inner Gardern Chart on Traxsource,https://www.traxsource.com/title/2308505/osunlade-inner-gardern-chart
FALSE,2026-02-25,Beatport,Agoria,Agoria Cambodia Agoria,https://www.beatport.com/chart/agoria-cambodia/881863
FALSE,2026-02-19,Beatport,Upercent,Yahi Chart Upercent,https://www.beatport.com/chart/yahi-chart/881158
FALSE,2026-02-18,Beatport,Jimpster,Jimpster Chart for February 2026 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-february-2026/881065
FALSE,2026-02-18,Traxsource,Jimpster,Jimpster Chart for February 2026 - Traxsource,https://www.traxsource.com/title/2725174/jimpster-chart-for-february-2026
FALSE,2026-02-13,Beatport,Fideles,Jan 26' - Just Like That Fideles,https://www.beatport.com/chart/jan-26-just-like-that/880563
FALSE,2026-02-13,Beatport,Fideles,Feb 26' - Just Like That Fideles,https://www.beatport.com/chart/feb-26-just-like-that/880565
FALSE,2026-02-12,Beatport,Butch,Playlist of the Week | Butch Butch,https://www.beatport.com/chart/playlist-of-the-week-butch/880470
FALSE,2026-01-29,Beatport,Luke Garcia,Luke Garcia Fuego Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-fuego-chart/878863
FALSE,2026-01-21,Beatport,Upercent,Ferida Chart Upercent,https://www.beatport.com/chart/ferida-chart/877927
FALSE,2026-01-06,Beatport,Luke Garcia,Luke Garcia Lemon New Year Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-lemon-new-year-chart/876481
FALSE,2026-01-01,Traxsource,Atmos Blaq,Atmos Blaq - Land Of The Unknown Chart on Traxsource,https://www.traxsource.com/title/1422900/land-of-the-unknown-chart
FALSE,2026-01-01,Traxsource,Masšh,Masšh - KUDALA BESILINDILE Chart on Traxsource,https://www.traxsource.com/title/1815973/kudala-besilindile-chart
FALSE,2026-01-01,Traxsource,Ninetoes,"Ninetoes - Ninetoes' ""HOTYL"" Chart on Traxsource",https://www.traxsource.com/title/2231561/ninetoes-hotyl-chart
FALSE,2026-01-01,Traxsource,Remcord,Remcord - Utopia on Traxsource,https://www.traxsource.com/title/2791550/utopia
FALSE,2026-01-01,Volumo,Tiger Stripes,Artist Tiger Stripes chart — Volumo,https://volumo.com/it/artist/871-tiger-stripes/charts
FALSE,2026-01-01,Traxsource,Trikk,Trikk - Facas Chart on Traxsource,https://www.traxsource.com/title/1252901/facas-chart
FALSE,2026-01-01,Traxsource,Trikk,Trikk - Trikk - Vilara EP - Charts on Traxsource,https://www.traxsource.com/title/967591/trikk-vilara-ep-charts
FALSE,2025-12-18,Beatport,Upercent,Trouble Chart Upercent,https://www.beatport.com/chart/trouble-chart/874893
FALSE,2025-12-17,Beatport,Re.you,December Chart by Re.You Re.you,https://www.beatport.com/chart/december-chart-by-reyou/874750
FALSE,2025-12-15,Traxsource,Atjazz,Atjazz - December 2025,https://www.traxsource.com/title/2681742/atjazz-december-2025
FALSE,2025-12-15,Traxsource,Atjazz,Atjazz - 2025 in Review,https://www.traxsource.com/title/2681740/atjazz-2025-in-review
FALSE,2025-12-12,Beatport,AFFKT,The Source of the Signal AFFKT,https://www.beatport.com/chart/the-source-of-the-signal/874355
FALSE,2025-12-10,Beatport,Luke Garcia,Luke Garcia - DRAE Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-drae-chart/873990
FALSE,2025-12-08,Beatport,Steve Bug,Steve Bug Beatsember Chart Steve Bug,https://www.beatport.com/chart/steve-bug-beatsember-chart/873677
FALSE,2025-12-04,Beatport,Joris Voorn,Serotonin in Winter Joris Voorn,https://www.beatport.com/chart/serotonin-in-winter/873311
FALSE,2025-12-03,Beatport,Upercent,Talk About Chart Upercent,https://www.beatport.com/chart/talk-about-chart/873217
FALSE,2025-12-02,Beatport,AFFKT,All Things Must Come To An End AFFKT,https://www.beatport.com/chart/all-things-must-come-to-an-end/873074
FALSE,2025-11-24,Beatport,Fideles,10 BREATHS Fideles,https://www.beatport.com/chart/10-breaths/872249
FALSE,2025-11-21,Beatport,Agoria,Agoria November 2025 Agoria,https://www.beatport.com/chart/agoria-november-2025/871945
FALSE,2025-11-20,Beatport,Nick Curly,Playlist of the Week | Nick Curly Nick Curly,https://www.beatport.com/chart/playlist-of-the-week-nick-curly/871767
FALSE,2025-11-15,Beatport,Radio Slave,RADIO SLAVE | NOVEMBER 2025 Radio Slave,https://www.beatport.com/chart/radio-slave-november-2025/871349
FALSE,2025-11-13,Beatport,Solomun,Winter 2025 Solomun,https://www.beatport.com/chart/winter-2025/871110
FALSE,2025-11-10,Beatport,Jimpster,Jimpster Chart for November 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-november-2025/870764
FALSE,2025-11-10,Beatport,Upercent,Leira Chart Upercent,https://www.beatport.com/chart/leira-chart/870758
FALSE,2025-11-05,Beatport,Angelos,"ANGELOS ""THOSE NIGHTS"" CHART Angelos",https://www.beatport.com/chart/angelos-those-nights-chart/870162
FALSE,2025-10-28,Beatport,Luke Garcia,Luke Garcia Taur Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-taur-chart/869210
FALSE,2025-10-24,Beatport,Eats Everything,Eats Everything's Euphoria Chart Eats Everything,https://www.beatport.com/chart/eats-everythings-euphoria-chart/868874
FALSE,2025-10-22,Beatport,Fideles,Snaps - October 2025 Fideles,https://www.beatport.com/chart/snaps-october-2025/868656
FALSE,2025-10-17,Traxsource,Bontan,THAT'S RIGHT,https://www.traxsource.com/title/2644024/thats-right
FALSE,2025-10-14,Beatport,Upercent,Buzzing Letters Chart Upercent,https://www.beatport.com/chart/buzzing-letters-chart/867826
FALSE,2025-10-10,Beatport,Bontan,THAT'S RIGHT Bontan,https://www.beatport.com/chart/thats-right/867493
FALSE,2025-10-04,Beatport,Truncate,I haven't made a chart in 11 months... I haven't made a chart in 11 months... Truncate,https://www.beatport.com/chart/i-havent-made-a-chart-in-11-months/866947
FALSE,2025-10-02,Beatport,Fideles,WORK - 2025' Fideles,https://www.beatport.com/chart/work-2025/866690
FALSE,2025-10-02,Beatport,Fideles,WORK!!! Fideles,https://www.beatport.com/chart/work/866695
FALSE,2025-10-01,Beatport,Luke Garcia,Luke Garcia Better Days Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-better-days-chart/866551
FALSE,2025-09-29,Beatport,AFFKT,Niset AFFKT,https://www.beatport.com/chart/niset/866311
FALSE,2025-09-10,Beatport,Angelos,"ANGELOS ""MADNESS"" CHART Angelos",https://www.beatport.com/chart/angelos-madness-chart/864382
FALSE,2025-09-10,Beatport,Luke Garcia,Luke Garcia Bye Bye Summer Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-bye-bye-summer-chart/864399
FALSE,2025-09-10,Beatport,Re.you,Zou Zou Chart by Re.You Re.you,https://www.beatport.com/chart/zou-zou-chart-by-reyou/864370
FALSE,2025-09-09,Beatport,Upercent,Need To Go Chart Upercent,https://www.beatport.com/chart/need-to-go-chart/864307
FALSE,2025-09-08,Beatport,Bontan,TOO MUCH Bontan,https://www.beatport.com/chart/too-much/864140
FALSE,2025-09-01,Traxsource,David Mayer,David Mayer - David Mayer's The Call Chart on Traxsource,https://www.traxsource.com/title/1014269/david-mayers-the-call-chart
FALSE,2025-09-01,Traxsource,David Mayer,David Mayer - David Mayer's Lust For Change Chart on Traxsource,https://www.traxsource.com/title/781729/david-mayers-lust-for-change-chart
FALSE,2025-09-01,Traxsource,David Mayer,David Mayer - David Mayer's Just A Feeling Chart on Traxsource,https://www.traxsource.com/title/878329/david-mayers-just-a-feeling-chart
FALSE,2025-08-29,Beatport,Luke Garcia,Luke Garcia Ghost Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-ghost-chart/862928
FALSE,2025-08-26,Beatport,Jimpster,Jimpster Chart for September '25 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-september-25/862645
FALSE,2025-08-07,Beatport,Upercent,Watergate Chart Upercent,https://www.beatport.com/chart/watergate-chart/860726
FALSE,2025-08-04,Beatport,VONDA7,Mirrors Chart VONDA7,https://www.beatport.com/chart/mirrors-chart/860351
FALSE,2025-08-03,Beatport,Terranova,Terranova Chart Frankie Vertigo,https://www.beatport.com/chart/terranova-chart/860275
FALSE,2025-07-31,Beatport,Fideles,Symbiosis III Fideles,https://www.beatport.com/chart/symbiosis-iii/859920
FALSE,2025-07-31,Beatport,Fideles,Symbiosis III Fideles,https://www.beatport.com/chart/symbiosis-iii/859923
FALSE,2025-07-25,Beatport,Bontan,LA CANDELARIA Bontan,https://www.beatport.com/chart/la-candelaria/859310
FALSE,2025-07-18,Beatport,AFFKT,July 2025 AFFKT,https://www.beatport.com/chart/july-2025/858775
FALSE,2025-07-17,Beatport,Luke Garcia,Luke Garcia Heat Summer Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-heat-summer-chart/858439
FALSE,2025-07-10,Traxsource,Andre Lodemann,Keep On,https://www.traxsource.com/title/2575699/keep-on
FALSE,2025-07-09,Beatport,Jimpster,Jimpster Chart for July 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-july-2025/857563
FALSE,2025-07-08,Beatport,Andre Lodemann,Keep On Andre Lodemann,https://www.beatport.com/chart/keep-on/857465
FALSE,2025-07-02,Beatport,Upercent,Punts Connectats Chart Upercent,https://www.beatport.com/chart/punts-connectats-chart/856845
FALSE,2025-06-27,Beatport,Fideles,Party Throwers 25' Fideles,https://www.beatport.com/chart/party-throwers-25/856349
FALSE,2025-06-27,Traxsource,Atjazz,Atjazz - June 2025,https://www.traxsource.com/title/2565478/atjazz-june-2025
FALSE,2025-06-20,Beatport,Agoria,Agoria June 2025 Agoria,https://www.beatport.com/chart/agoria-june-2025/855646
FALSE,2025-06-12,Beatport,Fideles,Summer 25' - Unawela Fideles,https://www.beatport.com/chart/summer-25-unawela/854794
FALSE,2025-06-05,Beatport,Jimpster,Jimpster Chart for June 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-june-2025/854079
FALSE,2025-06-03,Beatport,Bontan,FOREVER Bontan,https://www.beatport.com/chart/forever/853777
FALSE,2025-06-02,Beatport,Angelos,"ANGELOS ""LA FLEUR"" CHART Angelos",https://www.beatport.com/chart/angelos-la-fleur-chart/853698
FALSE,2025-05-28,Traxsource,Atjazz,Atjazz - May 2025,https://www.traxsource.com/title/2542107/atjazz-may-2025
FALSE,2025-05-23,Beatport,AFFKT,Blockchair AFFKT,https://www.beatport.com/chart/blockchair/852701
FALSE,2025-05-23,Beatport,Eats Everything,Eats Everything's My Love Is Deep Chart Eats Everything's My Love Is Deep Chart Eats Everything,https://www.beatport.com/chart/eats-everythings-my-love-is-deep-chart/852720
FALSE,2025-05-14,Beatport,Ninetoes,NINETOES presents 'GOOD COMPANY Vol.1' NINETOES presents 'GOOD COMPANY Vol.1' Ninetoes,https://www.beatport.com/chart/ninetoes-presents-good-company-vol1/851838
FALSE,2025-05-14,Beatport,Ninetoes,NINETOES presents 'GOOD COMPANY Vol.1' NINETOES presents 'GOOD COMPANY Vol.1' Ninetoes,https://www.beatport.com/chart/ninetoes-presents-good-company-vol1/851848
FALSE,2025-05-12,Beatport,Jimpster,Jimpster Chart for May 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-may-2025/851590
FALSE,2025-05-05,Beatport,Fideles,Sumala - Spring 25' Fideles,https://www.beatport.com/chart/sumala-spring-25/850874
FALSE,2025-05-05,Beatport,Upercent,Blue Space Chart Upercent,https://www.beatport.com/chart/blue-space-chart/850870
FALSE,2025-05-02,Beatport,AFFKT,I Will Do It Again AFFKT,https://www.beatport.com/chart/i-will-do-it-again/850657
FALSE,2025-04-24,Beatport,Agoria,Agoria Spacer Agoria,https://www.beatport.com/chart/agoria-spacer/849699
FALSE,2025-04-24,Beatport,Los Suruba,Los Suruba Las Bestias chart Los Suruba,https://www.beatport.com/chart/los-suruba-las-bestias-chart/849729
FALSE,2025-04-15,Beatport,Upercent,The Train Chart Upercent,https://www.beatport.com/chart/the-train-chart/848828
FALSE,2025-04-10,Beatport,Jimpster,Jimpster Chart for April 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-april-2025/848380
FALSE,2025-04-03,Traxsource,Butch,Butch Get High With Us Charts,https://www.traxsource.com/title/2504385/butch-get-high-with-us-charts
FALSE,2025-04-02,Beatport,Agoria,Agoria April 2025 Agoria,https://www.beatport.com/chart/agoria-april-2025/847535
FALSE,2025-03-26,Beatport,Âme,Quittez le ciel.. regardez dans mon âme ! Nsha,https://www.beatport.com/chart/quittez-le-ciel-regardez-dans-mon-me-/846734
FALSE,2025-03-26,Traxsource,Atjazz,Atjazz - March 2025 on Traxsource,https://www.traxsource.com/title/2498974/atjazz-march-2025
FALSE,2025-03-21,Beatport,Fideles,March 25' Fideles,https://www.beatport.com/chart/march-25/846257
FALSE,2025-03-17,Beatport,Upercent,Grasshopper Chart Upercent,https://www.beatport.com/chart/grasshopper-chart/845773
FALSE,2025-03-14,Beatport,Luke Garcia,Luke Garcia - Together Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-together-chart/845452
FALSE,2025-03-12,Beatport,Angelos,ANGELOS PARTICLES CHART Angelos,https://www.beatport.com/chart/angelos-particles-chart/845206
FALSE,2025-03-07,Beatport,Maga,MAGA YEGE / BEZA CHART Anorre,https://www.beatport.com/chart/maga-yege-beza-chart/844617
FALSE,2025-03-06,Beatport,Andhim,andhim March charts Andhim,https://www.beatport.com/chart/andhim-march-charts/844473
FALSE,2025-03-06,Beatport,Ninetoes,NINETOES' - SEE THRU YOU - CHARTS NINETOES' - SEE THRU YOU - CHARTS Ninetoes,https://www.beatport.com/chart/ninetoes-see-thru-you-charts/844412
FALSE,2025-03-05,Beatport,Solomun,1/4 2025 Solomun,https://www.beatport.com/chart/14-2025/844399
FALSE,2025-03-04,Beatport,Jimpster,Jimpster Chart for March '25 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-march-25/844190
FALSE,2025-02-26,Traxsource,Butch,Fallin In Love,https://www.traxsource.com/title/2475939/fallin-in-love
FALSE,2025-02-19,Beatport,Angelos,ANGELOS L.O.V.E CHART Angelos,https://www.beatport.com/chart/angelos-love-chart/842741
FALSE,2025-02-19,Beatport,Jimpster,Jimpster Chart for February '25 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-february-25/842694
FALSE,2025-02-13,Beatport,Upercent,Where Are You Chart Upercent,https://www.beatport.com/chart/where-are-you-chart/842035
FALSE,2025-02-07,Beatport,Eats Everything,Eats Everything's One Call Chart Eats Everything,https://www.beatport.com/chart/eats-everythings-one-call-chart/841414
FALSE,2025-02-07,Beatport,Fideles,Last Night - Feb 25' Fideles,https://www.beatport.com/chart/last-night-feb-25/841299
FALSE,2025-01-29,Beatport,Luke Garcia,Luke Garcia Brisa Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-brisa-chart/840314
FALSE,2025-01-17,Beatport,Jimpster,Jimpster Chart for January 2025 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-january-2025/839013
FALSE,2025-01-10,Beatport,Fideles,Tulum - January 25' Fideles,https://www.beatport.com/chart/tulum-january-25/838393
FALSE,2025-01-08,Beatport,Baime,Humanity Baime January 2025 Baime,https://www.beatport.com/chart/humanity-baime-january-2025/838148
FALSE,2025-01-03,Beatport,Luke Garcia,Luke Garcia (I Can´t Forget) Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-i-cant-forget-chart/837732
FALSE,2024-12-17,Beatport,Upercent,Bufa / Uma Viagem Clara Chart Upercent,https://www.beatport.com/chart/bufa-uma-viagem-clara-chart/836537
FALSE,2024-12-12,Traxsource,Aaaron,NRFTW,https://www.traxsource.com/title/2425837/nrftw
FALSE,2024-12-11,Beatport,Bontan,HEY Bontan,https://www.beatport.com/chart/hey/835933
FALSE,2024-12-09,Beatport,Terranova,Terranova 2024: The Review CANVI,https://www.beatport.com/chart/terranova-2024-the-review/835715
FALSE,2024-12-04,Traxsource,Atmos Blaq,Atmos Blaq's 1000 Seconds Chart - Traxsource,https://www.traxsource.com/title/2419776/atmos-blaqs-1000-seconds-chart
FALSE,2024-12-03,Beatport,Fideles,Impressum • December 2024 Fideles,https://www.beatport.com/chart/impressum-december-2024/835164
FALSE,2024-11-29,Beatport,Jonas Rathsman,PICK & CHOOSE Jonas Rathsman,https://www.beatport.com/chart/pick-choose/834628
FALSE,2024-11-22,Beatport,Eats Everything,Eats Everything's Upside Down Chart Eats Everything's Upside Down Chart Eats Everything,https://www.beatport.com/chart/eats-everythings-upside-down-chart/833934
FALSE,2024-11-15,Beatport,Los Suruba,Los Suruba Drowning in your love chart Los Suruba Drowning in your love chart Los Suruba,https://www.beatport.com/chart/los-suruba-drowning-in-your-love-chart/833390
FALSE,2024-11-14,Beatport,Jimpster,Jimpster Chart for November 2024 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-november-2024/833155
FALSE,2024-11-11,Beatport,AFFKT,The Pursuit Special AFFKT,https://www.beatport.com/chart/the-pursuit-special/832871
FALSE,2024-11-07,Beatport,Truncate,Post Election Jack Trax Truncate,https://www.beatport.com/chart/post-election-jack-trax/832511
FALSE,2024-11-05,Beatport,Luke Garcia,Luke Garcia - Lost in the Flow Luke Garcia,https://www.beatport.com/chart/luke-garcia-lost-in-the-flow/832299
FALSE,2024-11-01,Beatport,Fideles,We Could Be Love - November 2024 We Could Be Love - November 2024 Fideles,https://www.beatport.com/chart/we-could-be-love-november-2024/831971
FALSE,2024-11-01,Traxsource,Atjazz,Atjazz - November 2024,https://www.traxsource.com/title/2397679/atjazz-november-2024
FALSE,2024-10-31,Beatport,Angelos,"ANGELOS ""SOUL FREE"" CHART Angelos",https://www.beatport.com/chart/angelos-soul-free-chart/831815
FALSE,2024-10-31,Traxsource,Angelos,"Angelos - ANGELOS ""SOUL FREE"" CHART on Traxsource",https://www.traxsource.com/title/2396966/angelos-soul-free-chart
FALSE,2024-10-29,Beatport,Bontan,AUTUMN HEAT Bontan,https://www.beatport.com/chart/autumn-heat/831621
FALSE,2024-10-22,Beatport,Jimpster,Jimpster Chart for October 2024 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-october-2024/830894
FALSE,2024-10-19,Beatport,Fideles,Heartless - October 2024 Fideles,https://www.beatport.com/chart/heartless-october-2024/830657
FALSE,2024-10-12,Beatport,Los Suruba,Los Suruba ADE chart Los Suruba,https://www.beatport.com/chart/los-suruba-ade-chart/830020
FALSE,2024-10-04,Traxsource,Adam Port,All I Got Chart,https://www.traxsource.com/title/2378957/all-i-got-chart
FALSE,2024-10-01,Beatport,Terranova,TERRANOVA 50 RELEASES Chart Axel Valley,https://www.beatport.com/chart/terranova-50-releases-chart/828866
FALSE,2024-09-18,Beatport,Ninetoes,"Ninetoes' ""POV"" Charts Ninetoes",https://www.beatport.com/chart/ninetoes-pov-charts/827637
FALSE,2024-09-12,Beatport,Bontan,WILE OUT Bontan,https://www.beatport.com/chart/wile-out/827084
FALSE,2024-09-12,Beatport,Jimpster,Jimpster Chart for September 2024 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-september-2024/827105
FALSE,2024-09-04,Traxsource,Hyenah,Hyenah - Ithuba Charts on Traxsource,https://www.traxsource.com/title/2356493/ithuba-charts
FALSE,2024-08-07,Beatport,Skatman,Skatman Chart Vakabular,https://www.beatport.com/chart/skatman-chart/823768
FALSE,2024-08-05,Beatport,Re.you,Re.You Chart Re.you,https://www.beatport.com/chart/reyou-chart/823549
FALSE,2024-07-31,Beatport,Upercent,Da Warrior Chart Upercent,https://www.beatport.com/chart/da-warrior-chart/823025
FALSE,2024-07-17,Beatport,Los Suruba,Los Suruba temazos del verano Los Suruba,https://www.beatport.com/chart/los-suruba-temazos-del-verano/821775
FALSE,2024-07-12,Beatport,Fideles,The Puzzle Fideles,https://www.beatport.com/chart/the-puzzle/821278
FALSE,2024-07-10,Beatport,Jimpster,Jimpster Chart for July 2024 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-july-2024/820905
FALSE,2024-07-08,Beatport,AFFKT,Oie AFFKT,https://www.beatport.com/chart/oie/820768
FALSE,2024-07-07,Beatport,Angelos,"ANGELOS ""THE CHOICE"" CHART Angelos",https://www.beatport.com/chart/angelos-the-choice-chart/820654
FALSE,2024-07-01,Traxsource,Upercent,Upercent - Caos Chart on Traxsource,https://www.traxsource.com/title/861366/caos-chart
FALSE,2024-06-27,Traxsource,Atjazz,Atjazz - June 2024,https://www.traxsource.com/title/2304943/atjazz-june-2024
FALSE,2024-06-17,Beatport,Solomun,2024 Mix Solomun,https://www.beatport.com/chart/2024-mix/818650
FALSE,2024-06-13,Beatport,Keinemusik,Keinemusik Barcelona Rampa,https://www.beatport.com/chart/keinemusik-barcelona/818182
FALSE,2024-06-10,Traxsource,Andre Lodemann,Home Chart,https://www.traxsource.com/title/2292434/home-chart
FALSE,2024-06-07,Beatport,Luke Garcia,Luke Garcia Summer Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-summer-chart/817538
FALSE,2024-05-30,Beatport,Bontan,PLAY IN THIS FEELING Bontan,https://www.beatport.com/chart/play-in-this-feeling/816679
FALSE,2024-05-24,Beatport,Fideles,See You In Dreams Fideles,https://www.beatport.com/chart/see-you-in-dreams/816195
FALSE,2024-05-24,Beatport,Upercent,Upercent Remix Chart Sam Shure,https://www.beatport.com/chart/upercent-remix-chart/816150
FALSE,2024-05-24,Beatport,Upercent,Mongolics Chart Upercent,https://www.beatport.com/chart/mongolics-chart/816108
FALSE,2024-05-21,Traxsource,Atjazz,Atjazz - May 2024 on Traxsource,https://www.traxsource.com/title/2277974/atjazz-may-2024
FALSE,2024-05-16,Beatport,Truncate,Remember Truncate,https://www.beatport.com/chart/remember/815310
FALSE,2024-05-12,Beatport,Jimpster,Jimpster Chart for May 2024 Jimpster,https://www.beatport.com/chart/jimpster-chart-for-may-2024/814899
FALSE,2024-05-10,Beatport,Luke Garcia,Luke Garcia Spring Chart Luke Garcia,https://www.beatport.com/chart/luke-garcia-spring-chart/814794
FALSE,2024-05-06,Beatport,AFFKT,Symmetry AFFKT,https://www.beatport.com/chart/symmetry/814332
